ColumnCombinationBitset 000000000001 ColumnCombinationBitset 000000000000001
ColumnCombinationBitset 000000000001001 ColumnCombinationBitset 00001
ColumnCombinationBitset 000010000001001 ColumnCombinationBitset 000001
ColumnCombinationBitset 000011000001001 ColumnCombinationBitset 0000000000001
ColumnCombinationBitset 000011000001101 ColumnCombinationBitset 000000001
ColumnCombinationBitset 000011001001101 ColumnCombinationBitset 1
ColumnCombinationBitset 100011001001101 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 100011001101101 ColumnCombinationBitset 0001
ColumnCombinationBitset 100111001101101 ColumnCombinationBitset 001
ColumnCombinationBitset 101111001101101 ColumnCombinationBitset 00000000001
ColumnCombinationBitset 101111001111101 ColumnCombinationBitset 00000000000001
ColumnCombinationBitset 101111001111111 ColumnCombinationBitset 00000001
ColumnCombinationBitset 101111011111111 ColumnCombinationBitset 01
ColumnCombinationBitset 111111011111111 ColumnCombinationBitset 0000001
