ColumnCombinationBitset 001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0010001 ColumnCombinationBitset 0001
ColumnCombinationBitset 001 ColumnCombinationBitset 0001
ColumnCombinationBitset 0011 ColumnCombinationBitset 01
ColumnCombinationBitset 01 ColumnCombinationBitset 0001
ColumnCombinationBitset 0101 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0001001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 0001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 000100001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00000001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 000000011 ColumnCombinationBitset 1
ColumnCombinationBitset 1 ColumnCombinationBitset 000000001
ColumnCombinationBitset 100000001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 1 ColumnCombinationBitset 0000001
ColumnCombinationBitset 1000001 ColumnCombinationBitset 00001
ColumnCombinationBitset 00001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0000101 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0000001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0000001001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 0000001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 000000101 ColumnCombinationBitset 000001
ColumnCombinationBitset 000001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 0001 ColumnCombinationBitset 000001
ColumnCombinationBitset 000101 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0001000001 ColumnCombinationBitset 01
ColumnCombinationBitset 01 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0100000001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00000001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0000000101 ColumnCombinationBitset 001
ColumnCombinationBitset 001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0010000001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 001000001 ColumnCombinationBitset 00001
ColumnCombinationBitset 001 ColumnCombinationBitset 00001
ColumnCombinationBitset 00101 ColumnCombinationBitset 1
ColumnCombinationBitset 1 ColumnCombinationBitset 00001
ColumnCombinationBitset 10001 ColumnCombinationBitset 01
ColumnCombinationBitset 01 ColumnCombinationBitset 00001
ColumnCombinationBitset 01001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00001001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 00001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 000010001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 00001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0000100001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 0000100001 ColumnCombinationBitset 01
ColumnCombinationBitset 0000100001 ColumnCombinationBitset 001
ColumnCombinationBitset 0000100001 ColumnCombinationBitset 1
ColumnCombinationBitset 1 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 1000000001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 1000000001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 1 ColumnCombinationBitset 00000001
ColumnCombinationBitset 10000001 ColumnCombinationBitset 0001
ColumnCombinationBitset 0001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00010001 ColumnCombinationBitset 001
ColumnCombinationBitset 001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00100001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 00100011 ColumnCombinationBitset 00001
ColumnCombinationBitset 00101 ColumnCombinationBitset 0000001
ColumnCombinationBitset 00100011 ColumnCombinationBitset 000001
ColumnCombinationBitset 00100111 ColumnCombinationBitset 1
ColumnCombinationBitset 00100001 ColumnCombinationBitset 1
ColumnCombinationBitset 10100001 ColumnCombinationBitset 000001
ColumnCombinationBitset 10000001 ColumnCombinationBitset 000001
ColumnCombinationBitset 10000101 ColumnCombinationBitset 01
ColumnCombinationBitset 01 ColumnCombinationBitset 000001
ColumnCombinationBitset 010001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 01000101 ColumnCombinationBitset 001
ColumnCombinationBitset 00100001 ColumnCombinationBitset 01
ColumnCombinationBitset 01 ColumnCombinationBitset 001
ColumnCombinationBitset 011 ColumnCombinationBitset 00001
ColumnCombinationBitset 011 ColumnCombinationBitset 000000001
ColumnCombinationBitset 01 ColumnCombinationBitset 000000001
ColumnCombinationBitset 010000001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 000000001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0000000011 ColumnCombinationBitset 00000001
ColumnCombinationBitset 0000000011 ColumnCombinationBitset 0001
ColumnCombinationBitset 0000000011 ColumnCombinationBitset 1
ColumnCombinationBitset 010000001 ColumnCombinationBitset 00001
ColumnCombinationBitset 010000001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 010000001 ColumnCombinationBitset 0001
ColumnCombinationBitset 010000001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 01 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0100001 ColumnCombinationBitset 1
ColumnCombinationBitset 1 ColumnCombinationBitset 01
ColumnCombinationBitset 11 ColumnCombinationBitset 00000001
ColumnCombinationBitset 11 ColumnCombinationBitset 000000001
ColumnCombinationBitset 11 ColumnCombinationBitset 000001
ColumnCombinationBitset 11 ColumnCombinationBitset 0001
ColumnCombinationBitset 1 ColumnCombinationBitset 0001
ColumnCombinationBitset 1001 ColumnCombinationBitset 000001
ColumnCombinationBitset 1001 ColumnCombinationBitset 001
ColumnCombinationBitset 1 ColumnCombinationBitset 001
ColumnCombinationBitset 101 ColumnCombinationBitset 000001
ColumnCombinationBitset 101 ColumnCombinationBitset 0000001
ColumnCombinationBitset 101 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 101 ColumnCombinationBitset 01
ColumnCombinationBitset 101 ColumnCombinationBitset 000000001
ColumnCombinationBitset 1001 ColumnCombinationBitset 00001
ColumnCombinationBitset 0001 ColumnCombinationBitset 00001
ColumnCombinationBitset 00011 ColumnCombinationBitset 001
ColumnCombinationBitset 00011 ColumnCombinationBitset 0000001
ColumnCombinationBitset 00011 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 00011 ColumnCombinationBitset 000001
ColumnCombinationBitset 00001 ColumnCombinationBitset 000001
ColumnCombinationBitset 000011 ColumnCombinationBitset 1
ColumnCombinationBitset 000011 ColumnCombinationBitset 01
ColumnCombinationBitset 000011 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0000111 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00011 ColumnCombinationBitset 00000001
ColumnCombinationBitset 00011 ColumnCombinationBitset 01
ColumnCombinationBitset 00011 ColumnCombinationBitset 000000001
ColumnCombinationBitset 1001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 1001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 1001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 11 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0100001 ColumnCombinationBitset 001
ColumnCombinationBitset 0100001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0100001 ColumnCombinationBitset 00001
ColumnCombinationBitset 0100001 ColumnCombinationBitset 000001
ColumnCombinationBitset 0100011 ColumnCombinationBitset 00000001
ColumnCombinationBitset 011 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 011 ColumnCombinationBitset 000001
ColumnCombinationBitset 10000101 ColumnCombinationBitset 0000001
ColumnCombinationBitset 00010001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 00010001 ColumnCombinationBitset 01
ColumnCombinationBitset 00010001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 00010011 ColumnCombinationBitset 000001
ColumnCombinationBitset 1000000001 ColumnCombinationBitset 000001
ColumnCombinationBitset 000001 ColumnCombinationBitset 0000000001
ColumnCombinationBitset 0000010001 ColumnCombinationBitset 00001
ColumnCombinationBitset 0000010001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0000011001 ColumnCombinationBitset 00000001
ColumnCombinationBitset 000010001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 000010001 ColumnCombinationBitset 1
ColumnCombinationBitset 10000001 ColumnCombinationBitset 00001
ColumnCombinationBitset 00100001 ColumnCombinationBitset 00001
ColumnCombinationBitset 000011 ColumnCombinationBitset 001
ColumnCombinationBitset 001000001 ColumnCombinationBitset 0001
ColumnCombinationBitset 001000001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 00100001 ColumnCombinationBitset 000000001
ColumnCombinationBitset 0010000001 ColumnCombinationBitset 0001
ColumnCombinationBitset 0000010001 ColumnCombinationBitset 001
ColumnCombinationBitset 0010000001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 0000010001 ColumnCombinationBitset 01
ColumnCombinationBitset 0001000001 ColumnCombinationBitset 0000001
ColumnCombinationBitset 000000101 ColumnCombinationBitset 00000001
ColumnCombinationBitset 010001 ColumnCombinationBitset 0001
ColumnCombinationBitset 000101 ColumnCombinationBitset 001
